image_path,label,plant_type,disease_type,split
dataset\diseased\potato\af3bb3a3-e022-45f3-b209-6b3b53f13a47___RS_Early.B 7333.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\af79e762-c2f7-4e37-926b-ce27dbc52fc4___RS_Early.B 6858.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b05850b8-bfb9-487d-b0ba-8f406eba933e___RS_Early.B 6936.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b09e0cba-0564-4dde-a90d-3c0d90d6336e___RS_Early.B 7776.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b14e0de2-ab48-45b5-9d4d-e45e7c88b68f___RS_Early.B 8554.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b17bf28e-c272-4a24-9f45-7d3a343de49f___RS_Early.B 7620.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b1b3c9c7-a4b9-4048-be45-fa9c5e507c66___RS_Early.B 7466.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b1b55149-b5bc-460e-87af-a745fb01855d___RS_Early.B 7477.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b21bc878-7b63-481e-a6d1-7e972627210e___RS_Early.B 7656.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b29e0fdf-c39f-4b3a-b12f-c693374f15cf___RS_Early.B 8820.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b2b7758e-f201-4d9c-bc27-d53bb09b2dac___RS_Early.B 7025.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b2e21749-afe2-4392-8d5d-23088d37873c___RS_Early.B 9028.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b2e6d502-8a02-4493-ae91-34bad50b6040___RS_Early.B 7537.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b301c9cd-7624-4261-ab4f-962936ebb92a___RS_Early.B 7632.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b328c22c-c9c6-41fd-9bac-daf2f26143b1___RS_Early.B 6854.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b35e4c48-e54e-4e42-a399-b236209314f4___RS_Early.B 8231.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b39bbf50-eae1-49ca-bd12-e776e3680d8b___RS_Early.B 6775.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b3d44557-f696-4fc9-b144-dec4f4ba9452___RS_Early.B 9110.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b4021eae-d195-400a-b7b7-9888367f5f2f___RS_Early.B 7881.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b472654c-a32f-4c8f-b424-da6e415febf9___RS_Early.B 8930.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b475147c-92bc-419a-b2c3-7d5aabbb79ec___RS_Early.B 7379.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b5127f55-debe-459a-98e5-4629750f9c38___RS_Early.B 7496.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b512ab1a-0ea5-47d6-b998-7c9f32ed3329___RS_Early.B 7250.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b549ab3b-06f1-45ef-bf34-86071552d870___RS_Early.B 8576.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b54a2105-b9a4-4665-9e34-44df46d0be5a___RS_Early.B 8507.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b6220993-c51f-48fa-bee9-fb5cb89cc0c4___RS_Early.B 7467.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b692a411-91aa-4388-b641-a6c02286840c___RS_Early.B 7784.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b6b036b0-6869-48b8-b861-a6a85d1b2b97___RS_Early.B 6850.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b6b4aa28-edc4-4e9f-bc0d-bd4b0ec085a2___RS_Early.B 7559.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b6c68639-ad01-41f9-a10c-4233423ea2b0___RS_Early.B 8573.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b7157976-61c2-4366-87c5-e3de23aa7c10___RS_Early.B 7227.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b76550de-8e3a-46f1-b06f-6bd4ed3dc8a5___RS_Early.B 8456.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b7712e86-f508-4485-8a42-5dd447f3b510___RS_Early.B 7103.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b7883606-5157-4dc1-b965-fc10f8fe1796___RS_Early.B 7598.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b805f812-ef18-47ed-9756-1f5a5dd05b5d___RS_Early.B 7746.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b817817e-a6b1-4123-88e7-db98b453ce17___RS_Early.B 6880.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b83aea19-9485-412f-808d-c0a590d75388___RS_Early.B 6951.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b8578828-0e34-4511-9739-9ef0170774b2___RS_Early.B 7416.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b8803558-9e0f-404e-80b3-c78d0bc7f6d0___RS_Early.B 7548.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b8e08567-5193-41a4-b637-140b503830d9___RS_Early.B 9133.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b954c296-ae18-4efb-8a8c-450486faa919___RS_Early.B 6998.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b95c05a8-2d70-4af5-a384-5b5b4450b7c6___RS_Early.B 7724.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\b99ba68b-4608-4335-a292-b4249d83762d___RS_Early.B 9096.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ba5dfd98-89d6-49d5-b398-beb05cb9d8ad___RS_Early.B 7824.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ba96aab6-adb5-4021-b6ad-3305f50aec12___RS_Early.B 7317.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bac19c19-ab8b-466a-a317-56c1f35fb082___RS_Early.B 7141.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bb07a1b7-b9ad-4016-a013-9ff0e4636d4a___RS_Early.B 7156.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bb38077f-ee91-4c0b-af46-f90b21b9e9db___RS_Early.B 7121.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bb3d6df0-683e-4f04-afaf-277a36edad6c___RS_Early.B 9070.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bb4e9c01-6166-424d-a379-9ef405fdd555___RS_Early.B 6843.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bb569e8c-4f57-481f-86d9-291ebd67336e___RS_Early.B 7543.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bc378ba0-533d-42db-a8b2-82decc73f4d5___RS_Early.B 9092.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bc7552e4-3901-41b8-8bef-727eeca4270e___RS_Early.B 7942.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bc8a7fa5-1f77-4829-a1ee-0ccbeef289eb___RS_Early.B 7228.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bcc2199e-a6c6-4e0d-a7a7-f7c4b25f2c04___RS_Early.B 7007.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bcedd1ec-17b4-495b-b47f-5877ef836f88___RS_Early.B 7248.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bcf169b0-dea7-49eb-b976-4a2d1f36c574___RS_Early.B 7870.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bd4c7de8-0616-45d4-a060-54b8329a9462___RS_Early.B 6902.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bddc2487-ecc6-447e-902f-3560a62e5e83___RS_Early.B 7307.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\be5f03e6-810f-4f22-9e5a-37a66826f7e5___RS_Early.B 6807.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\be89d35f-e382-4b1c-95e8-af88d969d306___RS_Early.B 6758.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bea108c2-bdf1-484d-807c-fa9431f4dc95___RS_Early.B 7265.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\beb20b26-07f9-4215-8264-dca1283514ac___RS_Early.B 7644.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\bf972aad-9f3f-40c8-9fc7-fdcf57a94c6f___RS_Early.B 7151.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c03a3f69-00b7-4aa5-a49f-794416af0598___RS_Early.B 8112.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c09e4b05-b196-4955-abd4-6aed44c40132___RS_Early.B 6823.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c0d9fcd4-79cb-43e4-82bc-1e48e9e2a572___RS_Early.B 7279.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c10de41b-4c38-41c4-b278-600071051453___RS_Early.B 8093.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c10f959b-1f3d-4581-8299-640e87b1b653___RS_Early.B 7949.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c14e2b11-510b-4967-ac96-ae965972ad50___RS_Early.B 7327.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c17c36ed-c36f-42d4-812d-3b17158063d3___RS_Early.B 8398.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c18f83e1-2144-440f-9603-74fe58c66073___RS_Early.B 7844.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c28107c6-ea57-4044-bb6e-508d6d360cd7___RS_Early.B 7057.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c2cc82b8-9f74-4e40-9792-c121a89a84c0___RS_Early.B 8524.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c30ce1e1-5f05-4cb7-a95a-f22d3621c54f___RS_Early.B 6964.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c3356ff5-91b3-4673-b1d2-d47195b162cd___RS_Early.B 8352.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c3bf3f15-b1ae-4e36-97a4-f341879db6ae___RS_Early.B 8263.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c3ce9bae-e62a-4dd9-afa0-f020c48b87cc___RS_Early.B 6704.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c3d68a2f-0c7a-4060-bfc4-8baf01d3f2fe___RS_Early.B 8010.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c419a9f0-5fb9-4db6-a229-5c08c36896fe___RS_Early.B 8585.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c42b5e69-2673-42ef-8e14-a785fea3aad6___RS_Early.B 9107.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c42e79e4-76c0-406e-9779-6168330f4ca5___RS_Early.B 9008.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c43a5fd7-c60c-4a04-9835-bd35b551ec44___RS_Early.B 6701.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c47fa8ac-b2a5-4470-bda6-26dec4000409___RS_Early.B 7395.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c48693cf-14bb-48ec-96fe-240bd2269866___RS_Early.B 7609.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c4b16bb7-f358-4010-a04c-10206bad02e9___RS_Early.B 8391.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c4dd703b-1d4c-4e4c-8064-0e1d743c47ae___RS_Early.B 7050.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c4ec31de-5466-49c0-b034-84a825327e0b___RS_Early.B 8062.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c53d85d7-bddb-422b-955c-6842cce9a927___RS_Early.B 7253.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c53efbea-fddd-481d-aec5-14fd3c3e1723___RS_Early.B 7796.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c5464947-d6f8-4d5e-9cad-009db19adf67___RS_Early.B 7181.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c59f2dde-4805-4f63-b47a-79fe9cd9364b___RS_Early.B 7510.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c5a12e34-99ea-443e-a67e-3f2651508773___RS_Early.B 7647.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c5b121ff-fc3c-406a-8127-2a7e413a0903___RS_Early.B 9006.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c5c57ff6-cff1-4be6-a2fd-324efc139881___RS_Early.B 7450.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c5cb3e89-f00f-4032-80ca-eb39bead0796___RS_Early.B 8645.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c5dc57d8-9a0d-4046-9eb4-b9db2f720a47___RS_Early.B 7047.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c630212c-205f-469d-bb8d-9a143f65ab03___RS_Early.B 9000.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c653b79e-4f42-4a9e-8c5c-7a85483a3c29___RS_Early.B 9108.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c7067769-af82-46d6-8f42-d7a184e3f59a___RS_Early.B 7916.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c71ad6f9-6258-4602-84dc-ecf75296672c___RS_Early.B 7525.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c7212fa9-df1e-485e-a471-1011dd797865___RS_Early.B 8680.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c74c801d-a6e5-44dc-a7e8-f3a5f39a300e___RS_Early.B 7864.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c777a0ce-5d2b-4e87-8cc4-d5f8847a4553___RS_Early.B 8239.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c7f27f40-6634-4118-9990-6897e0c68579___RS_Early.B 7197.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c7fb1eeb-741c-4583-ad3f-ed46d5c2c920___RS_Early.B 8865.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c82e587c-a0f2-451e-9057-e3719a3d9562___RS_Early.B 6824.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c8a008b3-a81d-410c-97aa-94e92118e572___RS_Early.B 7616.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c8dedd98-c5d7-4ef4-b4f4-70d0bae0e178___RS_Early.B 7128.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c91060f7-f9dd-4930-ad0a-8a4a6bd803d2___RS_Early.B 7869.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c9296b35-7b8b-4ac2-99db-07c426ec774b___RS_Early.B 6832.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c9bd759f-bd34-4333-a7b9-23ad810bba32___RS_Early.B 8033.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c9bff7de-c589-4ed2-92fe-cd9ca2a1df16___RS_Early.B 7846.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\c9d5a9b6-4e5c-42df-8f9b-5f57e13000df___RS_Early.B 6933.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ca1bc7af-3220-4b45-b76d-8f950128c489___RS_Early.B 7266.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ca2c9c12-f2ba-4864-806c-b85f4fb36f92___RS_Early.B 7640.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cac99520-3403-4602-961d-3a668bb980fb___RS_Early.B 7388.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\caef0735-6517-4194-b124-5916815e4a71___RS_Early.B 7956.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\caf7512b-4e4e-44fc-ae7d-8544168cf903___RS_Early.B 7120.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cb5241ed-1a40-488a-9236-64ed07e6ebbf___RS_Early.B 6712.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cb615e16-034f-465a-89a6-91e091698723___RS_Early.B 6796.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cbd4ef4a-1e84-41ac-8744-b5a1c52461be___RS_Early.B 8191.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cc48c415-4a2d-4d8d-94db-c736e7b7c882___RS_Early.B 7705.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cc63b147-ad2a-4bc1-aa05-a07b3c6b7761___RS_Early.B 7091.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cc716d92-3d2e-4cce-bc77-bb4c8155b88c___RS_Early.B 8288.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ccec0636-2984-4164-aad7-34b1b84ec42b___RS_Early.B 7766.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cceeec9d-e0d9-4512-a1f0-faa5dc6bbf40___RS_Early.B 8381.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cd025ad0-9486-4ee6-b545-c9040dc4e1c7___RS_Early.B 8821.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cdc5ed26-b023-41cb-9cd8-07e62df1e369___RS_Early.B 6864.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\ce9d9a96-23cc-4d24-ab68-3932cba59ae2___RS_Early.B 7080.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cea35641-b4f8-49cb-bbeb-c98cfc79870e___RS_Early.B 7189.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cf3169aa-b842-46ed-bb1a-3e02b6858c86___RS_Early.B 7566.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cf38c261-5bae-4b5d-92b4-16c634557d2a___RS_Early.B 7169.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cf761f3d-755a-42b2-83cb-729443246c6a___RS_Early.B 7319.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cfa37804-6d71-45fe-bd88-c899b9534992___RS_Early.B 6673.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cfd3112d-e376-4b82-bc06-de0bfba0ab41___RS_Early.B 8389.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\cff1ed1b-51ec-4d44-ab1f-7a3dc1ec9ea9___RS_Early.B 7100.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d0221e13-4d76-45e5-9cd1-7cac63833f52___RS_Early.B 7191.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d031102c-679d-4323-a5ee-4c52ed2d5740___RS_Early.B 6947.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d036af36-99a4-4b25-aa40-2477883e73cf___RS_Early.B 8269.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d03ee4f8-b77d-4f0f-8d13-d0a019a37a66___RS_Early.B 6970.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d063f825-aa36-4cfd-a227-4c3f30760aa2___RS_Early.B 8307.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d06681cc-3ed1-4af2-ae40-2597eaea3dd4___RS_Early.B 8691.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d0719ccc-a4c3-406e-bf73-94115fefde12___RS_Early.B 8569.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d0be9a48-d0f6-4d34-9c80-3eb7631e2d8d___RS_Early.B 8143.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d0fc4557-34a0-4324-8b2c-865853e0face___RS_Early.B 6912.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d1072068-911c-4656-8bf2-e662982199e1___RS_Early.B 8141.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d1184bb1-defe-44b3-aa71-d03fe11bf535___RS_Early.B 8787.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d1625c19-c90f-4a5f-bfc8-cb406ad20753___RS_Early.B 8649.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d1b4cb77-db0e-42db-b1c0-25d222844241___RS_Early.B 7130.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d24073c7-875b-4e86-b8cd-58853f13c191___RS_Early.B 6761.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d286d101-227f-48ba-b906-586879eb6a00___RS_Early.B 7095.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d2dcbc63-47c6-4a67-914b-cb1e117b58b0___RS_Early.B 7159.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d3240683-1636-4373-84aa-01ce594c19a0___RS_Early.B 8340.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d32f991e-d1da-44a3-b3e0-2f99cc038900___RS_Early.B 6994.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d3a1b356-0ffa-4d47-9f52-410bbd0e3e3d___RS_Early.B 8884.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d435f2db-74fc-4b82-9dd8-9ffdc51650c6___RS_Early.B 9181.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d44a363d-c186-416e-8fad-1a456699bba2___RS_Early.B 7229.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d472b6e3-a00c-4b4e-b13a-cdababff9d24___RS_Early.B 7699.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d4cd2357-1142-4f0c-8c44-201241a27573___RS_Early.B 9146.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d4f3066f-adb8-401b-a27f-19a12c336ebe___RS_Early.B 8626.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d50dde4d-fe2f-4e8c-b336-69be71e34ce8___RS_Early.B 6905.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d55f09eb-e463-4abd-aac6-fb144b30ead7___RS_Early.B 9004.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d5673be4-4d62-4287-b9a4-3653b88d1604___RS_Early.B 8304.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d59c5aa9-8d45-45db-be3e-0276e24641f5___RS_Early.B 7897.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d5c51ec6-506e-4b85-b774-66f6a5493c90___RS_Early.B 7071.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d6ffc732-27cc-4391-9820-be9d386fb245___RS_Early.B 7032.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d7c9765e-4a73-4eeb-9f9e-9ed98b7e93fe___RS_Early.B 7601.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d825093a-2bd7-458d-a9a1-036db6c08dec___RS_Early.B 9018.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d829c0d8-016e-4337-b80f-bb1f329b1d4d___RS_Early.B 8797.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d84ba2ee-6ef5-45b7-a15a-b677b99cd3f6___RS_Early.B 6772.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d87f93fa-f6f8-49f1-b9e1-8f196f377df8___RS_Early.B 7244.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d8a55ed1-7b3a-4b25-84b2-6046c0d9e3ab___RS_Early.B 7443.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d8a8d6e5-d82d-4f7c-aac5-183e85549d9b___RS_Early.B 7799.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d8efc91f-6e85-4508-8d49-9c4a11c4c71a___RS_Early.B 7484.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d91d88d1-89d4-4017-b0f0-9e875bedfcab___RS_Early.B 7201.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d9293730-8ba7-4f41-936a-eb129bde096b___RS_Early.B 8102.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d9303294-b0d9-4066-85d1-4ef58977b78e___RS_Early.B 7337.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d97f6469-bef9-4276-b918-efb1a1859fb7___RS_Early.B 6958.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d998c614-017c-4f90-8e39-f8c500d21218___RS_Early.B 8292.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d9a1cd5f-e2f2-49f7-b5f1-22cf02eb5ba4___RS_Early.B 8891.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d9b34eaa-9d54-41fe-9ea2-335fe0b572ee___RS_Early.B 7735.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\d9ebe6a0-d46e-47fe-950e-938f7ce83afb___RS_Early.B 7419.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\da3115aa-a34b-42b2-97a9-9a1922770c8d___RS_Early.B 6708.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\da412bf6-6bee-4dfb-8bc7-b6e9f80971ff___RS_Early.B 6808.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\da4c4f0f-ea7b-489a-8ac1-f8c63ff59bc4___RS_Early.B 8818.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\daa35c03-7307-4e2e-8b15-f33bfff5a12d___RS_Early.B 7712.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\db4dbc48-209d-4615-95cd-1d7ee7f1d7e0___RS_Early.B 7545.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\db5d0f5f-a722-4f12-96bf-c9608e5c7f2a___RS_Early.B 8945.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\db60c4cf-30f1-460c-a345-3045f192f725___RS_Early.B 6722.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\db79941d-3ca1-42f1-b06e-d150a49d476a___RS_Early.B 8742.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dbdf96e5-2f8c-475b-b2dd-40a5862e10f7___RS_Early.B 8017.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dbe05365-9166-45f7-94cf-cefca787215a___RS_Early.B 9144.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dbee10d3-333b-4c62-aa90-23c1f859519c___RS_Early.B 7252.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dc0536f7-e777-4751-8733-f643eb18329a___RS_Early.B 7492.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dc2775b9-e62e-4fe5-921f-e1cf5c4e2fe4___RS_Early.B 6942.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dc34096f-8974-4a76-8d15-42ee86038015___RS_Early.B 6734.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dc3e6480-10c2-429b-bd9a-b8dd7d538594___RS_Early.B 8061.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dc6516c4-a74c-465f-85a1-55608ee518da___RS_Early.B 8843.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dcb9073d-df5b-4a15-aecf-1c3af587cd74___RS_Early.B 8982.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\dcc46f93-d842-496d-980b-4b29a00551d5___RS_Early.B 8424.JPG,diseased_potato,potato,unknown,train
